date_secu,time_secu,transaction_id,user_id,ip_address,resultado_validación,motivo_fallo,modulo,verificaciones_realizadas
13/05/2025,08:04:07 a. m.,txn-0247,user38,51.238.97.61,Aprobada,,web,blacklist
13/05/2025,08:04:08 a. m.,txn-0248,user50,211.182.205.67,Aprobada,,api,"geolocalización,token"
13/05/2025,08:04:09 a. m.,txn-0249,user73,197.51.3.170,Aprobada,,web,"geolocalización,blacklist"
13/05/2025,08:04:10 a. m.,txn-0250,user62,218.149.157.156,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:04:11 a. m.,txn-0251,user34,122.138.195.190,Aprobada,,mobile,"frecuencia,blacklist"
13/05/2025,08:04:12 a. m.,txn-0252,user51,12.123.52.254,Aprobada,,mobile,"blacklist,geolocalización,token"
13/05/2025,08:04:13 a. m.,txn-0253,user9,29.193.196.131,Rechazada,Límite diario excedido,api,geolocalización
13/05/2025,08:04:14 a. m.,txn-0254,user23,221.13.111.224,Aprobada,,web,blacklist
13/05/2025,08:04:15 a. m.,txn-0255,user57,170.133.121.227,Aprobada,,web,"blacklist,geolocalización,token"
13/05/2025,08:04:16 a. m.,txn-0256,user43,130.65.7.191,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:04:17 a. m.,txn-0257,user24,194.155.76.232,Aprobada,,web,"geolocalización,token,frecuencia"
13/05/2025,08:04:18 a. m.,txn-0258,user100,124.168.254.195,Aprobada,,mobile,geolocalización
13/05/2025,08:04:19 a. m.,txn-0259,user58,77.221.234.231,Aprobada,,web,geolocalización
13/05/2025,08:04:20 a. m.,txn-0260,user46,165.20.79.200,Aprobada,,web,"blacklist,token,geolocalización"
13/05/2025,08:04:21 a. m.,txn-0261,user60,27.117.170.169,Aprobada,,mobile,geolocalización
13/05/2025,08:04:22 a. m.,txn-0262,user31,130.110.162.237,Aprobada,,web,frecuencia
13/05/2025,08:04:23 a. m.,txn-0263,user18,92.13.5.207,Aprobada,,api,"blacklist,token,geolocalización"
13/05/2025,08:04:24 a. m.,txn-0264,user53,4.234.53.26,Aprobada,,mobile,"frecuencia,token,geolocalización"
13/05/2025,08:04:25 a. m.,txn-0265,user30,185.98.47.48,Aprobada,,api,frecuencia
13/05/2025,08:04:26 a. m.,txn-0266,user72,20.200.87.209,Aprobada,,api,geolocalización
13/05/2025,08:04:27 a. m.,txn-0267,user47,95.3.119.245,Aprobada,,mobile,"geolocalización,frecuencia"
13/05/2025,08:04:28 a. m.,txn-0268,user6,56.7.170.129,Aprobada,,mobile,"geolocalización,blacklist,token"
13/05/2025,08:04:29 a. m.,txn-0269,user48,109.50.53.71,Aprobada,,mobile,"blacklist,geolocalización,token"
13/05/2025,08:04:30 a. m.,txn-0270,user96,23.19.159.214,Aprobada,,mobile,"blacklist,token,geolocalización"
13/05/2025,08:04:31 a. m.,txn-0271,user34,124.1.152.75,Aprobada,,web,"blacklist,geolocalización,token"
13/05/2025,08:04:32 a. m.,txn-0272,user16,140.60.103.159,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:04:33 a. m.,txn-0273,user88,32.58.226.168,Aprobada,,web,blacklist
13/05/2025,08:04:34 a. m.,txn-0274,user24,45.1.19.49,Aprobada,,mobile,frecuencia
13/05/2025,08:04:35 a. m.,txn-0275,user65,168.242.182.195,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:04:36 a. m.,txn-0276,user41,113.42.164.86,Aprobada,,web,"frecuencia,blacklist"
13/05/2025,08:04:37 a. m.,txn-0277,user94,189.47.194.56,Aprobada,,web,geolocalización
13/05/2025,08:04:38 a. m.,txn-0278,user90,196.239.232.159,Aprobada,,web,"geolocalización,token"
13/05/2025,08:04:39 a. m.,txn-0279,user57,96.193.154.34,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:04:40 a. m.,txn-0280,user96,163.37.170.40,Rechazada,Límite diario excedido,mobile,"geolocalización,blacklist"
13/05/2025,08:04:41 a. m.,txn-0281,user87,37.74.226.208,Aprobada,,api,blacklist
13/05/2025,08:04:42 a. m.,txn-0282,user40,56.245.159.194,Aprobada,,mobile,blacklist
13/05/2025,08:04:43 a. m.,txn-0283,user52,179.60.39.90,Aprobada,,web,"frecuencia,token"
13/05/2025,08:04:44 a. m.,txn-0284,user1,71.180.116.86,Aprobada,,api,"geolocalización,frecuencia,token"
13/05/2025,08:04:45 a. m.,txn-0285,user81,81.241.196.57,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:04:46 a. m.,txn-0286,user76,68.145.48.5,Aprobada,,web,"blacklist,frecuencia,geolocalización"
13/05/2025,08:04:47 a. m.,txn-0287,user62,1.200.118.185,Rechazada,Token inválido,mobile,"geolocalización,token"
13/05/2025,08:04:48 a. m.,txn-0288,user30,188.78.161.133,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:04:49 a. m.,txn-0289,user52,192.157.224.108,Rechazada,IP sospechosa,web,"geolocalización,token,blacklist"
13/05/2025,08:04:50 a. m.,txn-0290,user90,149.235.46.54,Aprobada,,mobile,blacklist
13/05/2025,08:04:51 a. m.,txn-0291,user5,222.83.137.37,Aprobada,,web,"geolocalización,token"
13/05/2025,08:04:52 a. m.,txn-0292,user19,37.26.120.159,Aprobada,,api,geolocalización
13/05/2025,08:04:53 a. m.,txn-0293,user14,149.10.142.170,Rechazada,IP sospechosa,web,"token,blacklist"
13/05/2025,08:04:54 a. m.,txn-0294,user59,207.223.191.215,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:04:55 a. m.,txn-0295,user10,221.136.173.252,Aprobada,,api,"geolocalización,blacklist,frecuencia"
13/05/2025,08:04:56 a. m.,txn-0296,user16,28.201.142.110,Aprobada,,web,frecuencia
13/05/2025,08:04:57 a. m.,txn-0297,user56,7.207.145.157,Aprobada,,api,blacklist
13/05/2025,08:04:58 a. m.,txn-0298,user74,183.192.138.156,Aprobada,,api,geolocalización
13/05/2025,08:04:59 a. m.,txn-0299,user53,10.196.96.164,Aprobada,,web,blacklist
13/05/2025,08:05:00 a. m.,txn-0300,user63,219.174.251.42,Aprobada,,api,frecuencia
13/05/2025,08:05:01 a. m.,txn-0301,user42,83.75.231.246,Aprobada,,web,geolocalización
13/05/2025,08:05:02 a. m.,txn-0302,user78,112.91.21.127,Aprobada,,mobile,"geolocalización,frecuencia,token"
13/05/2025,08:05:03 a. m.,txn-0303,user56,148.27.109.231,Aprobada,,api,blacklist
13/05/2025,08:05:04 a. m.,txn-0304,user90,8.236.139.164,Aprobada,,mobile,geolocalización
13/05/2025,08:05:05 a. m.,txn-0305,user94,144.12.220.25,Aprobada,,mobile,"geolocalización,frecuencia,token"
13/05/2025,08:05:06 a. m.,txn-0306,user6,85.18.117.228,Aprobada,,mobile,"geolocalización,blacklist,token"
13/05/2025,08:05:07 a. m.,txn-0307,user63,147.129.34.100,Aprobada,,web,"geolocalización,token,frecuencia"
13/05/2025,08:05:08 a. m.,txn-0308,user74,208.48.133.79,Aprobada,,web,"token,frecuencia,geolocalización"
13/05/2025,08:05:09 a. m.,txn-0309,user41,148.150.130.227,Aprobada,,api,"geolocalización,token"
13/05/2025,08:05:10 a. m.,txn-0310,user85,94.150.231.208,Aprobada,,mobile,"blacklist,geolocalización"
13/05/2025,08:05:11 a. m.,txn-0311,user67,37.76.1.46,Rechazada,Token inválido,mobile,"blacklist,token"
13/05/2025,08:05:12 a. m.,txn-0312,user80,40.144.219.32,Aprobada,,web,"token,blacklist,frecuencia"
13/05/2025,08:05:13 a. m.,txn-0313,user85,156.7.216.232,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:05:14 a. m.,txn-0314,user46,128.194.123.212,Aprobada,,mobile,blacklist
13/05/2025,08:05:15 a. m.,txn-0315,user2,66.251.60.149,Aprobada,,mobile,"blacklist,geolocalización,token"
13/05/2025,08:05:16 a. m.,txn-0316,user10,40.24.175.142,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:05:17 a. m.,txn-0317,user26,196.57.187.170,Rechazada,Token inválido,api,"frecuencia,blacklist"
13/05/2025,08:05:18 a. m.,txn-0318,user56,172.15.194.98,Aprobada,,web,"geolocalización,token,blacklist"
13/05/2025,08:05:19 a. m.,txn-0319,user1,57.137.16.124,Aprobada,,api,frecuencia
13/05/2025,08:05:20 a. m.,txn-0320,user45,21.6.207.162,Aprobada,,api,blacklist
13/05/2025,08:05:21 a. m.,txn-0321,user38,109.11.231.199,Aprobada,,web,"blacklist,frecuencia,token"
13/05/2025,08:05:22 a. m.,txn-0322,user68,40.143.10.181,Aprobada,,mobile,"frecuencia,geolocalización,token"
13/05/2025,08:05:23 a. m.,txn-0323,user4,11.156.240.250,Aprobada,,api,geolocalización
13/05/2025,08:05:24 a. m.,txn-0324,user98,149.255.122.115,Aprobada,,mobile,"geolocalización,frecuencia"
13/05/2025,08:05:25 a. m.,txn-0325,user22,18.103.132.25,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:05:26 a. m.,txn-0326,user20,208.133.204.180,Aprobada,,web,"frecuencia,token"
13/05/2025,08:05:27 a. m.,txn-0327,user28,69.27.13.205,Aprobada,,api,"frecuencia,geolocalización"
13/05/2025,08:05:28 a. m.,txn-0328,user44,189.166.72.172,Aprobada,,api,blacklist
13/05/2025,08:05:29 a. m.,txn-0329,user10,186.107.181.219,Aprobada,,api,"geolocalización,frecuencia,blacklist"
13/05/2025,08:05:30 a. m.,txn-0330,user62,4.158.33.243,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:05:31 a. m.,txn-0331,user36,103.224.16.86,Aprobada,,api,"token,blacklist"
13/05/2025,08:05:32 a. m.,txn-0332,user45,72.69.138.63,Aprobada,,web,"geolocalización,blacklist,frecuencia"
13/05/2025,08:05:33 a. m.,txn-0333,user1,64.39.236.209,Aprobada,,mobile,"geolocalización,token,blacklist"
13/05/2025,08:05:34 a. m.,txn-0334,user46,89.166.204.40,Aprobada,,api,blacklist
13/05/2025,08:05:35 a. m.,txn-0335,user68,142.114.192.37,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:05:36 a. m.,txn-0336,user80,215.54.231.140,Aprobada,,api,token
13/05/2025,08:05:37 a. m.,txn-0337,user24,24.19.122.156,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:05:38 a. m.,txn-0338,user39,209.212.191.69,Aprobada,,api,token
13/05/2025,08:05:39 a. m.,txn-0339,user65,144.188.250.221,Aprobada,,api,"token,geolocalización,frecuencia"
13/05/2025,08:05:40 a. m.,txn-0340,user46,15.192.101.157,Aprobada,,web,"blacklist,token,frecuencia"
13/05/2025,08:05:41 a. m.,txn-0341,user8,96.242.185.121,Aprobada,,mobile,geolocalización
13/05/2025,08:05:42 a. m.,txn-0342,user48,77.242.154.167,Rechazada,Token inválido,web,"geolocalización,frecuencia,blacklist"
13/05/2025,08:05:43 a. m.,txn-0343,user33,32.206.123.138,Aprobada,,mobile,blacklist
13/05/2025,08:05:44 a. m.,txn-0344,user4,43.110.163.113,Aprobada,,api,geolocalización
13/05/2025,08:05:45 a. m.,txn-0345,user93,112.16.239.139,Aprobada,,api,blacklist
13/05/2025,08:05:46 a. m.,txn-0346,user69,201.39.173.117,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:05:47 a. m.,txn-0347,user87,2.250.255.129,Aprobada,,web,frecuencia
13/05/2025,08:05:48 a. m.,txn-0348,user5,123.44.179.3,Aprobada,,api,"token,geolocalización,blacklist"
13/05/2025,08:05:49 a. m.,txn-0349,user3,165.233.48.129,Aprobada,,mobile,token
13/05/2025,08:05:50 a. m.,txn-0350,user64,152.241.128.93,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:05:51 a. m.,txn-0351,user99,81.177.114.199,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:05:52 a. m.,txn-0352,user2,33.255.10.129,Aprobada,,web,frecuencia
13/05/2025,08:05:53 a. m.,txn-0353,user77,96.83.47.51,Rechazada,IP sospechosa,api,"token,frecuencia"
13/05/2025,08:05:54 a. m.,txn-0354,user94,48.9.128.184,Aprobada,,api,"blacklist,token,frecuencia"
13/05/2025,08:05:55 a. m.,txn-0355,user93,141.81.202.40,Aprobada,,api,blacklist
13/05/2025,08:05:56 a. m.,txn-0356,user33,207.211.237.153,Aprobada,,api,"token,blacklist"
13/05/2025,08:05:57 a. m.,txn-0357,user19,18.244.208.137,Rechazada,Límite diario excedido,web,"frecuencia,token"
13/05/2025,08:05:58 a. m.,txn-0358,user57,155.48.153.77,Aprobada,,mobile,geolocalización
13/05/2025,08:05:59 a. m.,txn-0359,user19,220.27.85.78,Aprobada,,mobile,"frecuencia,geolocalización,token"
13/05/2025,08:06:00 a. m.,txn-0360,user3,60.125.202.43,Aprobada,,api,"geolocalización,blacklist,frecuencia"
13/05/2025,08:06:01 a. m.,txn-0361,user96,198.228.148.26,Aprobada,,web,"blacklist,geolocalización,frecuencia"
13/05/2025,08:06:02 a. m.,txn-0362,user80,99.211.75.109,Aprobada,,mobile,"token,frecuencia,geolocalización"
13/05/2025,08:06:03 a. m.,txn-0363,user92,68.105.79.75,Aprobada,,api,frecuencia
13/05/2025,08:06:04 a. m.,txn-0364,user57,217.206.2.244,Aprobada,,web,"frecuencia,geolocalización"
13/05/2025,08:06:05 a. m.,txn-0365,user9,146.217.189.251,Aprobada,,api,"geolocalización,frecuencia,blacklist"
13/05/2025,08:06:06 a. m.,txn-0366,user16,83.189.7.37,Aprobada,,api,"geolocalización,blacklist"
13/05/2025,08:06:07 a. m.,txn-0367,user49,74.230.21.162,Aprobada,,api,blacklist
13/05/2025,08:06:08 a. m.,txn-0368,user29,15.161.70.51,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:06:09 a. m.,txn-0369,user98,80.37.186.241,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:06:10 a. m.,txn-0370,user48,189.215.232.108,Aprobada,,web,"blacklist,frecuencia,token"
13/05/2025,08:06:11 a. m.,txn-0371,user92,3.225.206.237,Aprobada,,mobile,"blacklist,token,frecuencia"
13/05/2025,08:06:12 a. m.,txn-0372,user31,209.186.234.102,Aprobada,,mobile,token
13/05/2025,08:06:13 a. m.,txn-0373,user69,36.45.46.26,Aprobada,,web,"frecuencia,geolocalización,token"
13/05/2025,08:06:14 a. m.,txn-0374,user31,181.133.85.191,Aprobada,,mobile,frecuencia
13/05/2025,08:06:15 a. m.,txn-0375,user73,139.14.79.11,Aprobada,,mobile,blacklist
13/05/2025,08:06:16 a. m.,txn-0376,user15,153.186.56.86,Aprobada,,api,"geolocalización,token,blacklist"
13/05/2025,08:06:17 a. m.,txn-0377,user82,203.144.174.91,Aprobada,,mobile,"token,geolocalización,blacklist"
13/05/2025,08:06:18 a. m.,txn-0378,user100,13.136.181.69,Aprobada,,web,"token,frecuencia,geolocalización"
13/05/2025,08:06:19 a. m.,txn-0379,user80,54.235.48.91,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:06:20 a. m.,txn-0380,user79,48.58.4.217,Aprobada,,mobile,frecuencia
13/05/2025,08:06:21 a. m.,txn-0381,user3,18.43.126.66,Aprobada,,api,frecuencia
13/05/2025,08:06:22 a. m.,txn-0382,user51,222.12.29.212,Aprobada,,web,geolocalización
13/05/2025,08:06:23 a. m.,txn-0383,user78,90.114.65.209,Aprobada,,mobile,frecuencia
13/05/2025,08:06:24 a. m.,txn-0384,user11,123.42.164.4,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:06:25 a. m.,txn-0385,user6,52.13.135.233,Aprobada,,api,geolocalización
13/05/2025,08:06:26 a. m.,txn-0386,user85,195.31.244.38,Aprobada,,api,blacklist
13/05/2025,08:06:27 a. m.,txn-0387,user81,97.240.232.255,Aprobada,,mobile,"blacklist,geolocalización"
13/05/2025,08:06:28 a. m.,txn-0388,user14,80.172.107.19,Aprobada,,web,blacklist
13/05/2025,08:06:29 a. m.,txn-0389,user99,50.154.70.13,Aprobada,,web,token
13/05/2025,08:06:30 a. m.,txn-0390,user57,128.31.56.152,Rechazada,IP sospechosa,web,"blacklist,geolocalización,frecuencia"
13/05/2025,08:06:31 a. m.,txn-0391,user90,124.6.79.230,Aprobada,,mobile,blacklist
13/05/2025,08:06:32 a. m.,txn-0392,user38,207.251.48.27,Aprobada,,api,"frecuencia,token"
13/05/2025,08:06:33 a. m.,txn-0393,user11,147.6.114.169,Rechazada,Token inválido,api,"blacklist,frecuencia"
13/05/2025,08:06:34 a. m.,txn-0394,user84,216.89.149.201,Aprobada,,api,token
13/05/2025,08:06:35 a. m.,txn-0395,user81,121.111.22.155,Aprobada,,web,"frecuencia,geolocalización,blacklist"
13/05/2025,08:06:36 a. m.,txn-0396,user10,24.75.141.94,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:06:37 a. m.,txn-0397,user61,180.246.150.198,Aprobada,,api,token
13/05/2025,08:06:38 a. m.,txn-0398,user75,23.99.203.4,Aprobada,,web,"frecuencia,token,geolocalización"
13/05/2025,08:06:39 a. m.,txn-0399,user68,202.140.14.140,Aprobada,,web,geolocalización
13/05/2025,08:06:40 a. m.,txn-0400,user76,48.65.55.139,Aprobada,,mobile,"token,blacklist"
13/05/2025,08:06:41 a. m.,txn-0401,user19,12.109.72.93,Aprobada,,web,blacklist
13/05/2025,08:06:42 a. m.,txn-0402,user42,219.134.27.207,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:06:43 a. m.,txn-0403,user82,203.254.97.16,Rechazada,Límite diario excedido,api,token
13/05/2025,08:06:44 a. m.,txn-0404,user88,83.93.52.205,Aprobada,,api,"frecuencia,blacklist,token"
13/05/2025,08:06:45 a. m.,txn-0405,user77,168.213.26.64,Rechazada,IP sospechosa,api,"geolocalización,token,blacklist"
13/05/2025,08:06:46 a. m.,txn-0406,user21,4.162.255.74,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:06:47 a. m.,txn-0407,user47,19.236.29.179,Aprobada,,mobile,frecuencia
13/05/2025,08:06:48 a. m.,txn-0408,user66,11.141.167.44,Aprobada,,web,"frecuencia,token"
13/05/2025,08:06:49 a. m.,txn-0409,user55,70.171.198.240,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:06:50 a. m.,txn-0410,user76,193.191.61.183,Rechazada,Token inválido,web,"token,frecuencia"
13/05/2025,08:06:51 a. m.,txn-0411,user56,189.169.197.137,Aprobada,,mobile,blacklist
13/05/2025,08:06:52 a. m.,txn-0412,user94,104.197.178.58,Aprobada,,api,"frecuencia,token"
13/05/2025,08:06:53 a. m.,txn-0413,user34,164.183.239.247,Aprobada,,web,"token,geolocalización"
13/05/2025,08:06:54 a. m.,txn-0414,user33,148.210.215.182,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:06:55 a. m.,txn-0415,user63,108.55.213.226,Aprobada,,api,"geolocalización,token,frecuencia"
13/05/2025,08:06:56 a. m.,txn-0416,user42,95.182.141.134,Aprobada,,api,"frecuencia,token"
13/05/2025,08:06:57 a. m.,txn-0417,user96,119.214.211.132,Aprobada,,web,"geolocalización,token"
13/05/2025,08:06:58 a. m.,txn-0418,user93,47.130.73.99,Aprobada,,web,blacklist
13/05/2025,08:06:59 a. m.,txn-0419,user40,60.56.121.13,Aprobada,,api,geolocalización
13/05/2025,08:07:00 a. m.,txn-0420,user30,113.203.38.224,Aprobada,,api,token
13/05/2025,08:07:01 a. m.,txn-0421,user21,115.57.66.227,Aprobada,,api,"geolocalización,blacklist,token"
13/05/2025,08:07:02 a. m.,txn-0422,user19,181.225.54.71,Aprobada,,api,blacklist
13/05/2025,08:07:03 a. m.,txn-0423,user24,130.253.143.115,Aprobada,,web,token
13/05/2025,08:07:04 a. m.,txn-0424,user38,56.213.108.61,Aprobada,,api,"blacklist,geolocalización,token"
13/05/2025,08:07:05 a. m.,txn-0425,user95,114.111.166.64,Aprobada,,api,"blacklist,token"
13/05/2025,08:07:06 a. m.,txn-0426,user43,201.214.116.55,Aprobada,,api,blacklist
13/05/2025,08:07:07 a. m.,txn-0427,user98,144.51.12.7,Rechazada,Límite diario excedido,api,"frecuencia,geolocalización,token"
13/05/2025,08:07:08 a. m.,txn-0428,user45,114.28.5.239,Aprobada,,mobile,"geolocalización,token"
13/05/2025,08:07:09 a. m.,txn-0429,user1,189.196.197.146,Aprobada,,mobile,"frecuencia,geolocalización,token"
13/05/2025,08:07:10 a. m.,txn-0430,user87,179.113.190.141,Aprobada,,api,"token,blacklist,frecuencia"
13/05/2025,08:07:11 a. m.,txn-0431,user53,162.123.249.225,Aprobada,,web,"blacklist,frecuencia,geolocalización"
13/05/2025,08:07:12 a. m.,txn-0432,user55,159.178.56.108,Aprobada,,mobile,"geolocalización,blacklist,frecuencia"
13/05/2025,08:07:13 a. m.,txn-0433,user75,151.249.29.214,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:07:14 a. m.,txn-0434,user6,165.139.161.2,Aprobada,,mobile,"token,blacklist,geolocalización"
13/05/2025,08:07:15 a. m.,txn-0435,user86,6.154.64.12,Aprobada,,web,"blacklist,frecuencia"
13/05/2025,08:07:16 a. m.,txn-0436,user91,207.219.9.116,Aprobada,,mobile,"frecuencia,blacklist"
13/05/2025,08:07:17 a. m.,txn-0437,user43,81.116.126.205,Aprobada,,web,"token,blacklist"
13/05/2025,08:07:18 a. m.,txn-0438,user6,161.164.8.74,Aprobada,,web,"frecuencia,blacklist"
13/05/2025,08:07:19 a. m.,txn-0439,user25,170.224.80.177,Aprobada,,api,token
13/05/2025,08:07:20 a. m.,txn-0440,user9,50.239.72.74,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:07:21 a. m.,txn-0441,user48,70.67.6.201,Aprobada,,api,"geolocalización,token,frecuencia"
13/05/2025,08:07:22 a. m.,txn-0442,user89,87.84.159.43,Aprobada,,mobile,"geolocalización,token"
13/05/2025,08:07:23 a. m.,txn-0443,user26,185.79.242.156,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:07:24 a. m.,txn-0444,user61,195.38.82.209,Aprobada,,mobile,"token,blacklist,frecuencia"
13/05/2025,08:07:25 a. m.,txn-0445,user26,61.177.206.241,Aprobada,,mobile,geolocalización
13/05/2025,08:07:26 a. m.,txn-0446,user11,181.156.149.250,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:07:27 a. m.,txn-0447,user18,56.196.59.154,Aprobada,,web,"token,frecuencia"
13/05/2025,08:07:28 a. m.,txn-0448,user58,54.213.220.4,Aprobada,,mobile,frecuencia
13/05/2025,08:07:29 a. m.,txn-0449,user63,140.204.181.9,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:07:30 a. m.,txn-0450,user99,7.193.246.159,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:07:31 a. m.,txn-0451,user15,24.202.190.0,Aprobada,,mobile,"blacklist,geolocalización,token"
13/05/2025,08:07:32 a. m.,txn-0452,user86,111.255.231.4,Aprobada,,web,"frecuencia,token"
13/05/2025,08:07:33 a. m.,txn-0453,user17,131.63.89.250,Rechazada,Límite diario excedido,web,"blacklist,token,geolocalización"
13/05/2025,08:07:34 a. m.,txn-0454,user85,177.203.155.48,Aprobada,,api,"blacklist,token,frecuencia"
13/05/2025,08:07:35 a. m.,txn-0455,user8,41.228.13.195,Rechazada,Límite diario excedido,web,"blacklist,geolocalización"
13/05/2025,08:07:36 a. m.,txn-0456,user87,58.177.159.35,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:07:37 a. m.,txn-0457,user31,124.208.208.240,Aprobada,,web,"frecuencia,geolocalización"
13/05/2025,08:07:38 a. m.,txn-0458,user59,64.226.82.159,Aprobada,,mobile,"frecuencia,token,geolocalización"
13/05/2025,08:07:39 a. m.,txn-0459,user9,117.60.152.36,Aprobada,,web,"frecuencia,token"
13/05/2025,08:07:40 a. m.,txn-0460,user13,10.90.72.224,Aprobada,,web,token
13/05/2025,08:07:41 a. m.,txn-0461,user59,168.22.54.60,Aprobada,,web,"token,frecuencia,geolocalización"
13/05/2025,08:07:42 a. m.,txn-0462,user38,28.186.186.31,Rechazada,Token inválido,api,token
13/05/2025,08:07:43 a. m.,txn-0463,user84,11.25.54.144,Rechazada,IP sospechosa,api,"geolocalización,blacklist,frecuencia"
13/05/2025,08:07:44 a. m.,txn-0464,user7,66.40.218.46,Rechazada,IP sospechosa,mobile,"token,blacklist,geolocalización"
13/05/2025,08:07:45 a. m.,txn-0465,user42,207.76.196.233,Rechazada,Token inválido,api,"frecuencia,token,blacklist"
13/05/2025,08:07:46 a. m.,txn-0466,user20,105.128.64.0,Aprobada,,mobile,"blacklist,frecuencia"
13/05/2025,08:07:47 a. m.,txn-0467,user91,217.147.5.109,Aprobada,,mobile,blacklist
13/05/2025,08:07:48 a. m.,txn-0468,user48,77.82.166.119,Aprobada,,mobile,geolocalización
13/05/2025,08:07:49 a. m.,txn-0469,user46,42.152.3.5,Rechazada,Límite diario excedido,api,"token,geolocalización,frecuencia"
13/05/2025,08:07:50 a. m.,txn-0470,user87,188.107.186.213,Aprobada,,web,frecuencia
13/05/2025,08:07:51 a. m.,txn-0471,user28,200.255.39.88,Aprobada,,mobile,"frecuencia,token,geolocalización"
13/05/2025,08:07:52 a. m.,txn-0472,user11,135.76.221.34,Rechazada,Límite diario excedido,mobile,"frecuencia,geolocalización,blacklist"
13/05/2025,08:07:53 a. m.,txn-0473,user82,142.112.177.112,Rechazada,IP sospechosa,api,"geolocalización,blacklist"
13/05/2025,08:07:54 a. m.,txn-0474,user10,147.84.241.156,Aprobada,,mobile,frecuencia
13/05/2025,08:07:55 a. m.,txn-0475,user62,48.0.129.235,Aprobada,,web,token
13/05/2025,08:07:56 a. m.,txn-0476,user62,87.125.116.6,Aprobada,,mobile,"blacklist,frecuencia"
13/05/2025,08:07:57 a. m.,txn-0477,user88,138.203.80.64,Aprobada,,api,"frecuencia,token"
13/05/2025,08:07:58 a. m.,txn-0478,user22,55.191.174.134,Aprobada,,web,"blacklist,token"
13/05/2025,08:07:59 a. m.,txn-0479,user38,105.191.61.46,Aprobada,,web,geolocalización
13/05/2025,08:08:00 a. m.,txn-0480,user70,133.226.103.100,Rechazada,Token inválido,api,"blacklist,token,frecuencia"
13/05/2025,08:08:01 a. m.,txn-0481,user13,111.15.217.225,Aprobada,,api,geolocalización
13/05/2025,08:08:02 a. m.,txn-0482,user14,144.222.49.93,Aprobada,,api,"frecuencia,blacklist,token"
13/05/2025,08:08:03 a. m.,txn-0483,user26,93.130.82.156,Aprobada,,api,frecuencia
13/05/2025,08:08:04 a. m.,txn-0484,user17,101.110.127.74,Aprobada,,mobile,"token,blacklist,frecuencia"
13/05/2025,08:08:05 a. m.,txn-0485,user33,137.71.51.245,Aprobada,,web,"geolocalización,token"
13/05/2025,08:08:06 a. m.,txn-0486,user66,179.128.176.130,Aprobada,,web,blacklist
13/05/2025,08:08:07 a. m.,txn-0487,user87,171.228.80.151,Aprobada,,web,"token,blacklist"
13/05/2025,08:08:08 a. m.,txn-0488,user80,180.35.88.121,Aprobada,,api,frecuencia
13/05/2025,08:08:09 a. m.,txn-0489,user98,37.151.228.23,Rechazada,IP sospechosa,web,token
13/05/2025,08:08:10 a. m.,txn-0490,user8,33.143.100.138,Aprobada,,mobile,"blacklist,token,frecuencia"
13/05/2025,08:08:11 a. m.,txn-0491,user50,218.185.248.6,Aprobada,,web,"blacklist,token"
13/05/2025,08:08:12 a. m.,txn-0492,user75,204.1.110.210,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:08:13 a. m.,txn-0493,user81,198.54.161.211,Aprobada,,web,"frecuencia,blacklist"
13/05/2025,08:08:14 a. m.,txn-0494,user76,2.192.19.21,Aprobada,,web,"geolocalización,frecuencia,blacklist"
